,date,variable,value
684,2019-11-17,best kebab cleveleys,26
685,2019-11-24,best kebab cleveleys,50
686,2019-12-01,best kebab cleveleys,0
687,2019-12-08,best kebab cleveleys,27
688,2019-12-15,best kebab cleveleys,0
689,2019-12-22,best kebab cleveleys,61
690,2019-12-29,best kebab cleveleys,55
691,2020-01-05,best kebab cleveleys,51
692,2020-01-12,best kebab cleveleys,0
693,2020-01-19,best kebab cleveleys,26
694,2020-01-26,best kebab cleveleys,25
695,2020-02-02,best kebab cleveleys,0
696,2020-02-09,best kebab cleveleys,25
697,2020-02-16,best kebab cleveleys,25
698,2020-02-23,best kebab cleveleys,49
699,2020-03-01,best kebab cleveleys,49
700,2019-03-24,best kebab arbroath,31
701,2019-03-31,best kebab arbroath,30
702,2019-04-07,best kebab arbroath,0
703,2019-04-14,best kebab arbroath,32
704,2019-04-21,best kebab arbroath,76
705,2019-04-28,best kebab arbroath,29
706,2019-05-05,best kebab arbroath,60
707,2019-05-12,best kebab arbroath,30
708,2019-05-19,best kebab arbroath,30
709,2019-05-26,best kebab arbroath,0
710,2019-06-02,best kebab arbroath,29
711,2019-06-09,best kebab arbroath,29
712,2019-06-16,best kebab arbroath,30
713,2019-06-23,best kebab arbroath,30
714,2019-06-30,best kebab arbroath,30
