,date,variable,value
523,2019-09-08,vegan allsorts,41
524,2019-09-15,vegan allsorts,82
525,2019-09-22,vegan allsorts,32
526,2019-09-29,vegan allsorts,49
527,2019-10-06,vegan allsorts,58
528,2019-10-13,vegan allsorts,68
529,2019-10-20,vegan allsorts,58
530,2019-10-27,vegan allsorts,52
531,2019-11-03,vegan allsorts,100
532,2019-11-10,vegan allsorts,63
533,2019-11-17,vegan allsorts,31
534,2019-11-24,vegan allsorts,73
535,2019-12-01,vegan allsorts,66
536,2019-12-08,vegan allsorts,51
537,2019-12-15,vegan allsorts,40
538,2019-12-22,vegan allsorts,65
539,2019-12-29,vegan allsorts,46
540,2020-01-05,vegan allsorts,27
541,2020-01-12,vegan allsorts,36
542,2020-01-19,vegan allsorts,46
543,2020-01-26,vegan allsorts,37
544,2020-02-02,vegan allsorts,56
545,2020-02-09,vegan allsorts,42
546,2020-02-16,vegan allsorts,24
547,2020-02-23,vegan allsorts,44
548,2020-03-01,vegan allsorts,35
549,2020-03-08,vegan allsorts,70
550,2019-03-31,vegan burger king,17
551,2019-04-07,vegan burger king,18
552,2019-04-14,vegan burger king,15
553,2019-04-21,vegan burger king,8
554,2019-04-28,vegan burger king,9
555,2019-05-05,vegan burger king,6
556,2019-05-12,vegan burger king,6
557,2019-05-19,vegan burger king,5
558,2019-05-26,vegan burger king,4
559,2019-06-02,vegan burger king,7
560,2019-06-09,vegan burger king,13
561,2019-06-16,vegan burger king,10
562,2019-06-23,vegan burger king,8
563,2019-06-30,vegan burger king,9
564,2019-07-07,vegan burger king,13
565,2019-07-14,vegan burger king,9
566,2019-07-21,vegan burger king,5
567,2019-07-28,vegan burger king,10
568,2019-08-04,vegan burger king,10
569,2019-08-11,vegan burger king,12
570,2019-08-18,vegan burger king,9
571,2019-08-25,vegan burger king,10
572,2019-09-01,vegan burger king,5
573,2019-09-08,vegan burger king,4
574,2019-09-15,vegan burger king,8
575,2019-09-22,vegan burger king,10
576,2019-09-29,vegan burger king,9
577,2019-10-06,vegan burger king,6
578,2019-10-13,vegan burger king,9
579,2019-10-20,vegan burger king,9
580,2019-10-27,vegan burger king,6
581,2019-11-03,vegan burger king,8
582,2019-11-10,vegan burger king,9
583,2019-11-17,vegan burger king,15
584,2019-11-24,vegan burger king,8
585,2019-12-01,vegan burger king,7
586,2019-12-08,vegan burger king,7
