,date,variable,value
595,2020-02-09,best games.com,29
596,2020-02-16,best games.com,43
597,2020-02-23,best games.com,28
598,2020-03-01,best games.com,0
599,2020-03-08,best games.com,45
600,2019-03-31,best vegan cookbooks,0
601,2019-04-07,best vegan cookbooks,0
602,2019-04-14,best vegan cookbooks,0
603,2019-04-21,best vegan cookbooks,25
604,2019-04-28,best vegan cookbooks,0
605,2019-05-05,best vegan cookbooks,16
606,2019-05-12,best vegan cookbooks,0
607,2019-05-19,best vegan cookbooks,16
608,2019-05-26,best vegan cookbooks,16
609,2019-06-02,best vegan cookbooks,31
610,2019-06-09,best vegan cookbooks,16
611,2019-06-16,best vegan cookbooks,33
612,2019-06-23,best vegan cookbooks,0
613,2019-06-30,best vegan cookbooks,25
614,2019-07-07,best vegan cookbooks,16
615,2019-07-14,best vegan cookbooks,48
616,2019-07-21,best vegan cookbooks,0
617,2019-07-28,best vegan cookbooks,0
618,2019-08-04,best vegan cookbooks,16
619,2019-08-11,best vegan cookbooks,0
620,2019-08-18,best vegan cookbooks,0
621,2019-08-25,best vegan cookbooks,16
622,2019-09-01,best vegan cookbooks,0
623,2019-09-08,best vegan cookbooks,16
624,2019-09-15,best vegan cookbooks,0
625,2019-09-22,best vegan cookbooks,15
626,2019-09-29,best vegan cookbooks,45
627,2019-10-06,best vegan cookbooks,30
628,2019-10-13,best vegan cookbooks,30
629,2019-10-20,best vegan cookbooks,53
630,2019-10-27,best vegan cookbooks,37
631,2019-11-03,best vegan cookbooks,58
632,2019-11-10,best vegan cookbooks,73
633,2019-11-17,best vegan cookbooks,58
634,2019-11-24,best vegan cookbooks,63
635,2019-12-01,best vegan cookbooks,58
636,2019-12-08,best vegan cookbooks,37
637,2019-12-15,best vegan cookbooks,100
638,2019-12-22,best vegan cookbooks,67
639,2019-12-29,best vegan cookbooks,45
640,2020-01-05,best vegan cookbooks,56
641,2020-01-12,best vegan cookbooks,28
642,2020-01-19,best vegan cookbooks,14
643,2020-01-26,best vegan cookbooks,21
644,2020-02-02,best vegan cookbooks,29
645,2020-02-09,best vegan cookbooks,14
646,2020-02-16,best vegan cookbooks,21
647,2020-02-23,best vegan cookbooks,20
648,2020-03-01,best vegan cookbooks,27
649,2020-03-08,best vegan cookbooks,15
650,2019-03-31,best vegetarian restaurants near me,64
651,2019-04-07,best vegetarian restaurants near me,32
652,2019-04-14,best vegetarian restaurants near me,100
653,2019-04-21,best vegetarian restaurants near me,0
654,2019-04-28,best vegetarian restaurants near me,31
655,2019-05-05,best vegetarian restaurants near me,31
656,2019-05-12,best vegetarian restaurants near me,48
657,2019-05-19,best vegetarian restaurants near me,0
658,2019-05-26,best vegetarian restaurants near me,31
659,2019-06-02,best vegetarian restaurants near me,30
660,2019-06-09,best vegetarian restaurants near me,31
661,2019-06-16,best vegetarian restaurants near me,63
662,2019-06-23,best vegetarian restaurants near me,42
663,2019-06-30,best vegetarian restaurants near me,53
664,2019-07-07,best vegetarian restaurants near me,62
665,2019-07-14,best vegetarian restaurants near me,0
666,2019-07-21,best vegetarian restaurants near me,32
667,2019-07-28,best vegetarian restaurants near me,85
668,2019-08-04,best vegetarian restaurants near me,47
669,2019-08-11,best vegetarian restaurants near me,31
670,2019-08-18,best vegetarian restaurants near me,64
671,2019-08-25,best vegetarian restaurants near me,42
672,2019-09-01,best vegetarian restaurants near me,30
673,2019-09-08,best vegetarian restaurants near me,30
674,2019-09-15,best vegetarian restaurants near me,41
675,2019-09-22,best vegetarian restaurants near me,49
676,2019-09-29,best vegetarian restaurants near me,49
677,2019-10-06,best vegetarian restaurants near me,0
678,2019-10-13,best vegetarian restaurants near me,39
679,2019-10-20,best vegetarian restaurants near me,97
680,2019-10-27,best vegetarian restaurants near me,29
681,2019-11-03,best vegetarian restaurants near me,42
682,2019-11-10,best vegetarian restaurants near me,38
683,2019-11-17,best vegetarian restaurants near me,37
684,2019-11-24,best vegetarian restaurants near me,63
685,2019-12-01,best vegetarian restaurants near me,28
686,2019-12-08,best vegetarian restaurants near me,0
687,2019-12-15,best vegetarian restaurants near me,45
688,2019-12-22,best vegetarian restaurants near me,32
689,2019-12-29,best vegetarian restaurants near me,44
690,2020-01-05,best vegetarian restaurants near me,73
691,2020-01-12,best vegetarian restaurants near me,54
692,2020-01-19,best vegetarian restaurants near me,46
693,2020-01-26,best vegetarian restaurants near me,46
694,2020-02-02,best vegetarian restaurants near me,0
695,2020-02-09,best vegetarian restaurants near me,27
696,2020-02-16,best vegetarian restaurants near me,80
697,2020-02-23,best vegetarian restaurants near me,39
698,2020-03-01,best vegetarian restaurants near me,66
699,2020-03-08,best vegetarian restaurants near me,0
700,2019-03-31,best oil for deep frying,0
701,2019-04-07,best oil for deep frying,49
702,2019-04-14,best oil for deep frying,51
703,2019-04-21,best oil for deep frying,25
704,2019-04-28,best oil for deep frying,47
705,2019-05-05,best oil for deep frying,24
706,2019-05-12,best oil for deep frying,62
707,2019-05-19,best oil for deep frying,49
708,2019-05-26,best oil for deep frying,36
709,2019-06-02,best oil for deep frying,34
710,2019-06-09,best oil for deep frying,23
711,2019-06-16,best oil for deep frying,48
712,2019-06-23,best oil for deep frying,49
713,2019-06-30,best oil for deep frying,48
714,2019-07-07,best oil for deep frying,36
715,2019-07-14,best oil for deep frying,24
716,2019-07-21,best oil for deep frying,24
717,2019-07-28,best oil for deep frying,25
718,2019-08-04,best oil for deep frying,49
719,2019-08-11,best oil for deep frying,36
