,date,variable,value
496,2020-02-16,italian food delivery,100
497,2020-02-23,italian food delivery,23
498,2020-03-01,italian food delivery,24
499,2020-03-08,italian food delivery,32
500,2019-03-31,marks and spencer food delivery,45
501,2019-04-07,marks and spencer food delivery,34
502,2019-04-14,marks and spencer food delivery,71
503,2019-04-21,marks and spencer food delivery,17
504,2019-04-28,marks and spencer food delivery,27
505,2019-05-05,marks and spencer food delivery,50
506,2019-05-12,marks and spencer food delivery,26
507,2019-05-19,marks and spencer food delivery,22
508,2019-05-26,marks and spencer food delivery,41
509,2019-06-02,marks and spencer food delivery,32
510,2019-06-09,marks and spencer food delivery,16
511,2019-06-16,marks and spencer food delivery,33
512,2019-06-23,marks and spencer food delivery,72
513,2019-06-30,marks and spencer food delivery,28
514,2019-07-07,marks and spencer food delivery,25
515,2019-07-14,marks and spencer food delivery,22
516,2019-07-21,marks and spencer food delivery,45
517,2019-07-28,marks and spencer food delivery,40
518,2019-08-04,marks and spencer food delivery,50
519,2019-08-11,marks and spencer food delivery,44
520,2019-08-18,marks and spencer food delivery,23
521,2019-08-25,marks and spencer food delivery,17
522,2019-09-01,marks and spencer food delivery,43
523,2019-09-08,marks and spencer food delivery,21
524,2019-09-15,marks and spencer food delivery,32
525,2019-09-22,marks and spencer food delivery,31
526,2019-09-29,marks and spencer food delivery,31
527,2019-10-06,marks and spencer food delivery,26
528,2019-10-13,marks and spencer food delivery,31
529,2019-10-20,marks and spencer food delivery,31
530,2019-10-27,marks and spencer food delivery,31
531,2019-11-03,marks and spencer food delivery,37
532,2019-11-10,marks and spencer food delivery,50
533,2019-11-17,marks and spencer food delivery,45
534,2019-11-24,marks and spencer food delivery,36
535,2019-12-01,marks and spencer food delivery,59
536,2019-12-08,marks and spencer food delivery,71
537,2019-12-15,marks and spencer food delivery,100
538,2019-12-22,marks and spencer food delivery,26
539,2019-12-29,marks and spencer food delivery,31
540,2020-01-05,marks and spencer food delivery,14
541,2020-01-12,marks and spencer food delivery,21
542,2020-01-19,marks and spencer food delivery,44
543,2020-01-26,marks and spencer food delivery,36
544,2020-02-02,marks and spencer food delivery,39
545,2020-02-09,marks and spencer food delivery,47
546,2020-02-16,marks and spencer food delivery,29
547,2020-02-23,marks and spencer food delivery,19
548,2020-03-01,marks and spencer food delivery,37
549,2020-03-08,marks and spencer food delivery,55
550,2019-03-31,asda online food shop,20
551,2019-04-07,asda online food shop,30
552,2019-04-14,asda online food shop,31
553,2019-04-21,asda online food shop,40
554,2019-04-28,asda online food shop,0
555,2019-05-05,asda online food shop,0
556,2019-05-12,asda online food shop,0
557,2019-05-19,asda online food shop,39
558,2019-05-26,asda online food shop,19
559,2019-06-02,asda online food shop,28
560,2019-06-09,asda online food shop,38
561,2019-06-16,asda online food shop,29
562,2019-06-23,asda online food shop,20
563,2019-06-30,asda online food shop,40
564,2019-07-07,asda online food shop,20
565,2019-07-14,asda online food shop,19
566,2019-07-21,asda online food shop,20
567,2019-07-28,asda online food shop,40
568,2019-08-04,asda online food shop,19
569,2019-08-11,asda online food shop,58
570,2019-08-18,asda online food shop,53
571,2019-08-25,asda online food shop,19
572,2019-09-01,asda online food shop,19
573,2019-09-08,asda online food shop,56
574,2019-09-15,asda online food shop,50
575,2019-09-22,asda online food shop,36
576,2019-09-29,asda online food shop,27
577,2019-10-06,asda online food shop,30
578,2019-10-13,asda online food shop,24
579,2019-10-20,asda online food shop,42
580,2019-10-27,asda online food shop,36
581,2019-11-03,asda online food shop,23
582,2019-11-10,asda online food shop,35
583,2019-11-17,asda online food shop,29
584,2019-11-24,asda online food shop,34
585,2019-12-01,asda online food shop,26
586,2019-12-08,asda online food shop,18
587,2019-12-15,asda online food shop,55
588,2019-12-22,asda online food shop,33
589,2019-12-29,asda online food shop,18
590,2020-01-05,asda online food shop,34
591,2020-01-12,asda online food shop,17
592,2020-01-19,asda online food shop,46
593,2020-01-26,asda online food shop,51
594,2020-02-02,asda online food shop,34
595,2020-02-09,asda online food shop,22
596,2020-02-16,asda online food shop,22
597,2020-02-23,asda online food shop,48
598,2020-03-01,asda online food shop,41
599,2020-03-08,asda online food shop,100
600,2019-03-31,ocean food bar,0
601,2019-04-07,ocean food bar,62
602,2019-04-14,ocean food bar,43
603,2019-04-21,ocean food bar,41
604,2019-04-28,ocean food bar,0
605,2019-05-05,ocean food bar,81
606,2019-05-12,ocean food bar,41
607,2019-05-19,ocean food bar,82
608,2019-05-26,ocean food bar,80
609,2019-06-02,ocean food bar,77
610,2019-06-09,ocean food bar,78
611,2019-06-16,ocean food bar,0
612,2019-06-23,ocean food bar,41
613,2019-06-30,ocean food bar,40
614,2019-07-07,ocean food bar,0
615,2019-07-14,ocean food bar,40
616,2019-07-21,ocean food bar,82
617,2019-07-28,ocean food bar,41
618,2019-08-04,ocean food bar,100
619,2019-08-11,ocean food bar,40
620,2019-08-18,ocean food bar,0
621,2019-08-25,ocean food bar,61
622,2019-09-01,ocean food bar,39
623,2019-09-08,ocean food bar,39
624,2019-09-15,ocean food bar,0
625,2019-09-22,ocean food bar,56
626,2019-09-29,ocean food bar,38
627,2019-10-06,ocean food bar,37
628,2019-10-13,ocean food bar,74
629,2019-10-20,ocean food bar,37
630,2019-10-27,ocean food bar,37
631,2019-11-03,ocean food bar,36
632,2019-11-10,ocean food bar,36
633,2019-11-17,ocean food bar,72
634,2019-11-24,ocean food bar,35
635,2019-12-01,ocean food bar,36
636,2019-12-08,ocean food bar,61
637,2019-12-15,ocean food bar,0
638,2019-12-22,ocean food bar,42
639,2019-12-29,ocean food bar,38
640,2020-01-05,ocean food bar,35
641,2020-01-12,ocean food bar,52
642,2020-01-19,ocean food bar,71
643,2020-01-26,ocean food bar,70
644,2020-02-02,ocean food bar,36
645,2020-02-09,ocean food bar,34
646,2020-02-16,ocean food bar,35
647,2020-02-23,ocean food bar,34
648,2020-03-01,ocean food bar,45
649,2020-03-08,ocean food bar,35
650,2019-03-31,fast food restaurants near me,26
651,2019-04-07,fast food restaurants near me,78
652,2019-04-14,fast food restaurants near me,100
653,2019-04-21,fast food restaurants near me,78
654,2019-04-28,fast food restaurants near me,25
655,2019-05-05,fast food restaurants near me,26
656,2019-05-12,fast food restaurants near me,35
657,2019-05-19,fast food restaurants near me,78
658,2019-05-26,fast food restaurants near me,59
659,2019-06-02,fast food restaurants near me,49
